Unnamed: 0,Date,User,Tweet,Location,ppt,sentiment
542,2023-04-10 12:55:09.312437810,User_541,"@gopank7 @thepzcheq @gunromli @jokowi makanya itu,bisa manata kata2 satu aja,pasti menipu.dan anehnya,yg ditipu tdk… https://t.co/pj3gpfvxuy","Jakarta, Indonesia","['gopank7', 'thepzcheq', 'gunromli', 'jokowi', 'makanya', 'itu', 'bisa', 'manata', 'kata2', 'satu', 'aja', 'pasti', 'tipu', 'dan', 'aneh', 'yg', 'tipu', 'tdk', 'https', 't', 'co', 'pj3gpfvxuy']",negatif
543,2023-04-10 12:56:35.281592039,User_542,"@tatakujiyati @bambangmulyono2 kjp itu program nya @jokowi 🤣
anies tinggal nambah plus krn bingung mau bikin program apa.","Bandung, Indonesia","['tatakujiyati', 'bambangmulyono2', 'kjp', 'program', 'nya', 'jokowi', 'anies', 'tinggal', 'nambah', 'plus', 'krn', 'bingung', 'mau', 'bikin', 'program', 'apa']",netral
544,2023-04-10 12:58:01.250746268,User_543,"rt @putramarbau: wak @jokowi dan @pdiperjuanganp jalan jalan donk ke riau.
jangan seenak udel aja.. https://t.co/0iojankrel","Bekasi, Indonesia","['rt', 'putramarbau', 'wak', 'jokowi', 'pdiperjuanganp', 'jalan', 'jalan', 'donk', 'riau', 'jangan', 'enak', 'udel', 'aja', 'https', 't', 'co', '0iojankrel']",negatif
545,2023-04-10 12:59:27.219900497,User_544,halo @aniesbaswedan @pak_jk @sbyudhoyono @agusyudhoyono @mskaban3 @mardanialisera kapan ada komando turunkan… https://t.co/gf7uppncon,"Bekasi, Indonesia","['halo', 'aniesbaswedan', 'pak', 'jk', 'sbyudhoyono', 'agusyudhoyono', 'mskaban3', 'mardanialisera', 'kapan', 'komando', 'turun', 'https', 't', 'co', 'gf7uppncon']",netral
546,2023-04-10 13:00:53.189054726,User_545,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/jctudpx8s4","Surabaya, Indonesia","['menkominfo', 'platejohnny', 'ungkap', 'banyak', 'fiber', 'optic', 'indonesia', 'putus', 'ini', 'fiber', 'optic', 'indon', 'https', 't', 'co', 'jctudpx8s4']",netral
547,2023-04-10 13:02:19.158208955,User_546,"rt @kangdede78: presiden @jokowi bertolak menuju kabupaten subang, provinsi jawa barat, untuk melakukan kunjungan kerja pada selasa, 12 jul…","Surabaya, Indonesia","['rt', 'kangdede78', 'presiden', 'jokowi', 'tolak', 'tuju', 'kabupaten', 'subang', 'provinsi', 'jawa', 'barat', 'laku', 'kunjung', 'kerja', 'selasa', '12', 'jul']",netral
548,2023-04-10 13:03:45.127363184,User_547,"@ipinzant @onyikz @fredmansel @iqbaal_7 @detikcom @jokowi kalo jokowi mundur, yg gantiin kyai maruf loh 😅😅","Bandung, Indonesia","['ipinzant', 'onyikz', 'fredmansel', 'iqbaal', '7', 'detikcom', 'jokowi', 'kalo', 'jokowi', 'mundur', 'yg', 'gantiin', 'kyai', 'maruf', 'loh']",netral
549,2023-04-10 13:05:11.096517412,User_548,"presiden @jokowi menteri harus fokus kerja, jangan sibuk kampanye https://t.co/ainguf2n9v","Surabaya, Indonesia","['presiden', 'jokowi', 'menteri', 'fokus', 'kerja', 'jangan', 'sibuk', 'kampanye', 'https', 't', 'co', 'ainguf2n9v']",netral
550,2023-04-10 13:06:37.065671641,User_549,@erickthohir @jokowi https://t.co/t4vv97qn8u,"Surabaya, Indonesia","['erickthohir', 'jokowi', 'https', 't', 'co', 't4vv97qn8u']",netral
551,2023-04-10 13:08:03.034825870,User_550,"diantara kecemasan ketika pak presiden @jokowi mengadakan kunjungan ke ukraina dan rusia, ada rasa bangga yg dirasa… https://t.co/fwyj5stopu","Surabaya, Indonesia","['antara', 'cemas', 'pak', 'presiden', 'jokowi', 'ada', 'kunjung', 'ukraina', 'rusia', 'rasa', 'bangga', 'yg', 'rasa', 'https', 't', 'co', 'fwyj5stopu']",positif
552,2023-04-10 13:09:29.003980099,User_551,"@bennykeef rakyat berterima kasih karena minyak goreng langka, bbm naik, hukum makin gak pasti dll... pak @jokowi to the moon","Bekasi, Indonesia","['bennykeef', 'rakyat', 'terima', 'kasih', 'minyak', 'goreng', 'langka', 'bbm', 'naik', 'hukum', 'makin', 'gak', 'dll', 'pak', 'jokowi', 'to', 'the', 'moon']",positif
553,2023-04-10 13:10:54.973134328,User_552,@semutkecil01 @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/hzhpfndwpd,"Surabaya, Indonesia","['semutkecil01', 'kemenkesri', 'jokowi', 'mohmahfudmd', 'kemenkeu', 'fpksdprri', 'fraksipkb', 'fraksi', 'gerindra', 'fpd', 'dpr', 'https', 't', 'co', 'hzhpfndwpd']",netral
554,2023-04-10 13:12:20.942288557,User_553,@odhe231 @jokowi @kspgoid ganti wae pak..,"Bandung, Indonesia","['odhe231', 'jokowi', 'kspgoid', 'ganti', 'wae', 'pak']",negatif
555,2023-04-10 13:13:46.911442786,User_554,@nkri_hargamati2 @jokowi mungkin @pak_jk sudah mulai linglung 😁,"Surabaya, Indonesia","['nkri', 'hargamati2', 'jokowi', 'mungkin', 'pak', 'jk', 'mulai', 'linglung']",negatif
556,2023-04-10 13:15:12.880597014,User_555,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/pfjop9pvky","Bekasi, Indonesia","['menkominfo', 'platejohnny', 'ungkap', 'banyak', 'fiber', 'optic', 'indonesia', 'putus', 'ini', 'fiber', 'optic', 'indon', 'https', 't', 'co', 'pfjop9pvky']",netral
557,2023-04-10 13:16:38.849751243,User_556,"@iqbaal_7 @detikcom @jokowi apanya yg sama ? disana rendang babi bebassss...., gak ribut spt disini jd penistaan… https://t.co/zfkpsqmgrk","Jakarta, Indonesia","['iqbaal', '7', 'detikcom', 'jokowi', 'apa', 'yg', 'sama', 'sana', 'rendang', 'babi', 'bebassss', 'gak', 'ribut', 'spt', 'sini', 'jd', 'nista', 'https', 't', 'co', 'zfkpsqmgrk']",negatif
558,2023-04-10 13:18:04.818905472,User_557,@mamz20 @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi gimana caranya tuh dollar mau turun sementara kebanyakan… https://t.co/ymym8pptdo,"Bekasi, Indonesia","['mamz20', 'jakfar66', 'fredmansel', 'iqbaal', '7', 'detikcom', 'jokowi', 'gimana', 'cara', 'tuh', 'dollar', 'mau', 'turun', 'banyak', 'https', 't', 'co', 'ymym8pptdo']",negatif
559,2023-04-10 13:19:30.788059701,User_558,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/xnlwj7shtm","Bekasi, Indonesia","['menkominfo', 'platejohnny', 'ungkap', 'banyak', 'fiber', 'optic', 'indonesia', 'putus', 'ini', 'fiber', 'optic', 'indon', 'https', 't', 'co', 'xnlwj7shtm']",netral
560,2023-04-10 13:20:56.757213930,User_559,ketidakpastian global yang terjadi mengakibatkan ancaman krisis pangan dan energi yang akan berpengaruh kepada semu… https://t.co/btjoxnievj,"Bekasi, Indonesia","['ketidakpastian', 'global', 'jadi', 'akibat', 'ancam', 'krisis', 'pangan', 'energi', 'pengaruh', 'semu', 'https', 't', 'co', 'btjoxnievj']",netral
561,2023-04-10 13:22:22.726368159,User_560,lantas mengapa @jokowi memilih @zul_hasan sebagai mendag? karena jokowi butuh koalisi gemuk… ya dari pan langsung d… https://t.co/ufdye0nhwt,"Bandung, Indonesia","['lantas', 'jokowi', 'pilih', 'zul', 'hasan', 'mendag', 'jokowi', 'butuh', 'koalisi', 'gemuk', 'pan', 'langsung', 'd', 'https', 't', 'co', 'ufdye0nhwt']",negatif
562,2023-04-10 13:23:48.695522388,User_561,@hayomimir @genbewise @erickthohir @jokowi ga percaya dr mulai diluncurkan,"Surabaya, Indonesia","['hayomimir', 'genbewise', 'erickthohir', 'jokowi', 'ga', 'percaya', 'dr', 'mulai', 'luncur']",negatif
563,2023-04-10 13:25:14.664676616,User_562,"@erickthohir @jokowi oh... gitu ya. tolong ksh tau @jokowi, kmbalikan harga tbs petani sawit pd kisaran rp. 3.000… https://t.co/huifsspsvt","Bekasi, Indonesia","['erickthohir', 'jokowi', 'oh', 'gitu', 'ya', 'ksh', 'tau', 'jokowi', 'kmbalikan', 'harga', 'tbs', 'tani', 'sawit', 'pd', 'kisar', 'rp', '3', '000', 'https', 't', 'co', 'huifsspsvt']",netral
564,2023-04-10 13:26:40.633830845,User_563,"menkominfo @platejohnny mengungkapkan, banyak fiber optic di indonesia yang terputus saat ini. fiber optic di indon… https://t.co/rgumpnogjx","Bekasi, Indonesia","['menkominfo', 'platejohnny', 'ungkap', 'banyak', 'fiber', 'optic', 'indonesia', 'putus', 'ini', 'fiber', 'optic', 'indon', 'https', 't', 'co', 'rgumpnogjx']",netral
565,2023-04-10 13:28:06.602985074,User_564,@mamz20 @jakfar66 @fredmansel @iqbaal_7 @detikcom @jokowi apa kabar ? https://t.co/cknqiptahd,"Bekasi, Indonesia","['mamz20', 'jakfar66', 'fredmansel', 'iqbaal', '7', 'detikcom', 'jokowi', 'apa', 'kabar', 'https', 't', 'co', 'cknqiptahd']",netral
566,2023-04-10 13:29:32.572139303,User_565,"rt @alfi710317: dana desa bisa untuk atasi wabah pmk
@jokowi @halimiskandarnu
@kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufik…","Jakarta, Indonesia","['rt', 'alfi710317', 'dana', 'desa', 'atas', 'wabah', 'pmk', 'jokowi', 'halimiskandarnu', 'kemendespdtt', 'ditjenpdp', 'malik', 'haramain', 'imansyukri', 'taufik']",netral
567,2023-04-10 13:30:58.541293532,User_566,"@odhe231 @jokowi @kspgoid adiknya dia koruptor udah di vonis , pake sorban dan pengikut berat g212 !!","Surabaya, Indonesia","['odhe231', 'jokowi', 'kspgoid', 'adik', 'koruptor', 'udah', 'vonis', 'pake', 'sorban', 'ikut', 'berat', 'g212']",negatif
568,2023-04-10 13:32:24.510447761,User_567,@salvatorezid w @playapexesports @playapex @easoutheastasia @jokowi,"Surabaya, Indonesia","['salvatorezid', 'w', 'playapexesports', 'playapex', 'easoutheastasia', 'jokowi']",netral
569,2023-04-10 13:33:50.479601990,User_568,mohon doa restu dan donasinya 🙏 @aniesbaswedan @fadlizon @ganjarpranowo @jokowi @msaid_didu @sandiuno… https://t.co/n2h3h16sf1,"Jakarta, Indonesia","['mohon', 'doa', 'restu', 'donasi', 'aniesbaswedan', 'fadlizon', 'ganjarpranowo', 'jokowi', 'msaid', 'didu', 'sandiuno', 'https', 't', 'co', 'n2h3h16sf1']",positif
570,2023-04-10 13:35:16.448756218,User_569,"rt @gusshodikin: media masa merupakan corong informasi bagi masyarakat
#desamembangun
@jokowi @halimiskandarnu @tppkemendes @kpw4jatim…","Jakarta, Indonesia","['rt', 'gusshodikin', 'media', 'masa', 'rupa', 'corong', 'informasi', 'masyarakat', 'desamembangun', 'jokowi', 'halimiskandarnu', 'tppkemendes', 'kpw4jatim']",netral
571,2023-04-10 13:36:42.417910447,User_570,"@republikaonline udah turun drastis pak @jokowi, ibu sy jualan daging sapi buat bayar lapak sama gerobaknya aja uda… https://t.co/nj2nihsvs5","Bandung, Indonesia","['republikaonline', 'udah', 'turun', 'drastis', 'pak', 'jokowi', 'ibu', 'sy', 'jual', 'daging', 'sapi', 'buat', 'bayar', 'lapak', 'sama', 'gerobak', 'aja', 'uda', 'https', 't', 'co', 'nj2nihsvs5']",netral
572,2023-04-10 13:38:08.387064676,User_571,rt @hrmnt80: kemenkes akan cabut izin laboratorium yang tidak lapor nar (new all record). sanksi ini dilakukan agar tidak ada lagi laborato…,"Bekasi, Indonesia","['rt', 'hrmnt80', 'kemenkes', 'cabut', 'izin', 'laboratorium', 'lapor', 'nar', 'new', 'all', 'record', 'sanksi', 'laku', 'laborato']",positif
573,2023-04-10 13:39:34.356218905,User_572,@erickthohir @jokowi yg dpt bantuan paling cuma 20% saja dari semua yg membutuhkan bantuan terus sisanya yg 80% gimana ?,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'yg', 'dpt', 'bantu', 'paling', 'cuma', '20', 'semua', 'yg', 'butuh', 'bantu', 'terus', 'sisa', 'yg', '80', 'gimana']",netral
574,2023-04-10 13:41:00.325373134,User_573,@semutkecil01 @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra @fpd_dpr… https://t.co/bz4febozwy,"Surabaya, Indonesia","['semutkecil01', 'kemenkesri', 'jokowi', 'mohmahfudmd', 'kemenkeu', 'fpksdprri', 'fraksipkb', 'fraksi', 'gerindra', 'fpd', 'dpr', 'https', 't', 'co', 'bz4febozwy']",netral
575,2023-04-10 13:42:26.294527363,User_574,"@erickthohir @jokowi kebanyakan nongol di atm kok jadi bgini pak??
bantuan itu diberikan sekali / sewaktu kedarurat… https://t.co/crnsybdl9y","Jakarta, Indonesia","['erickthohir', 'jokowi', 'banyak', 'nongol', 'atm', 'kok', 'jadi', 'bgini', 'pak', 'bantu', 'beri', 'sekali', 'waktu', 'darurat', 'https', 't', 'co', 'crnsybdl9y']",negatif
576,2023-04-10 13:43:52.263681592,User_575,"@zaqi_ @firman_f05 @musniumar @jokowi cebong kan pekoknya mmg luar biasa, kayak ga pernah pnya cermin aja
wkwkw https://t.co/6rnmdazc0y","Bandung, Indonesia","['zaqi', 'firman', 'f05', 'musniumar', 'jokowi', 'cebong', 'kan', 'kok', 'mmg', 'luar', 'biasa', 'kayak', 'ga', 'pernah', 'pnya', 'cermin', 'aja', 'wkwkw', 'https', 't', 'co', '6rnmdazc0y']",negatif
577,2023-04-10 13:45:18.232835820,User_576,"rt @damaitanpa: pakdhe @jokowi rakyat indonesia selalu mendoakan semoga sehat, kuat dan kokoh. https://t.co/thhx02qgmn","Bandung, Indonesia","['rt', 'damaitanpa', 'pakdhe', 'jokowi', 'rakyat', 'indonesia', 'selalu', 'doa', 'moga', 'sehat', 'kuat', 'kokoh', 'https', 't', 'co', 'thhx02qgmn']",positif
578,2023-04-10 13:46:44.201990049,User_577,"rt @amb_lukang: Siang hari, mereka bertemu dengan Menlu Retno, mengucapkan selamat kepada Indonesia atas keberhasilannya menjadi tuan rumah Pertemuan Menlu G20 pekan lalu, dan berterima kasih kepada pihak Indonesia atas sambutan hangat kunjungan Penasihat Negara dan Menteri Luar Negeri Wang Yi. Pertukaran pandangan lebih lanjut tentang hubungan bilateral。
bertemu dengan @menlu_ri sore ini, tindak lanjut dari negara bagian…","Bandung, Indonesia","['rt', 'amb', 'lukang', 'siang', 'hari', 'temu', 'menlu', 'retno', 'ucap', 'selamat', 'indonesia', 'atas', 'hasil', 'jadi', 'tuan', 'rumah', 'temu', 'menlu', 'g20', 'pekan', 'lalu', 'terima', 'kasih', 'pihak', 'indonesia', 'atas', 'sambut', 'hangat', 'kunjung', 'nasihat', 'negara', 'menteri', 'luar', 'negeri', 'wang', 'yi', 'tukar', 'pandang', 'lebih', 'lanjut', 'hubung', 'bilateral', 'temu', 'menlu', 'ri', 'sore', 'ini', 'tindak', 'lanjut', 'negara', 'bagi']",positif
579,2023-04-10 13:48:10.171144278,User_578,@syofiande5motor @jokowi @binofficial_ri @nuchannels @saidaqil @msoekarnoputri @rockcenternyc @tiktoksupport mgn🇾🇪… https://t.co/i5rcfpm5ip,"Surabaya, Indonesia","['syofiande5motor', 'jokowi', 'binofficial', 'ri', 'nuchannels', 'saidaqil', 'msoekarnoputri', 'rockcenternyc', 'tiktoksupport', 'mgn', 'https', 't', 'co', 'i5rcfpm5ip']",netral
580,2023-04-10 13:49:36.140298507,User_579,@erickthohir @jokowi nggak ngaruh kalleeeee......🤑🤑 hadeh... sopo sih seng guoblok.....🤡🤡,"Surabaya, Indonesia","['erickthohir', 'jokowi', 'ngaruh', 'kalleeeee', 'hadeh', 'sopo', 'sih', 'seng', 'guoblok']",negatif
581,2023-04-10 13:51:02.109452736,User_580,@jokowi yg bener politik https://t.co/oidcwzwe19,"Bekasi, Indonesia","['jokowi', 'yg', 'bener', 'politik', 'https', 't', 'co', 'oidcwzwe19']",negatif
582,2023-04-10 13:52:28.078606965,User_581,"@erickthohir @jokowi rakyat indonesia 270jt lebih, bukan cm satu pasar","Bekasi, Indonesia","['erickthohir', 'jokowi', 'rakyat', 'indonesia', '270jt', 'lebih', 'bukan', 'cm', 'satu', 'pasar']",negatif
583,2023-04-10 13:53:54.047761194,User_582,@odhe231 @jokowi @kspgoid ketahuan aslinya kan kalau dia sebenernya gk becus kerja..,"Jakarta, Indonesia","['odhe231', 'jokowi', 'kspgoid', 'tahu', 'asli', 'kan', 'kalau', 'sebenernya', 'gk', 'becus', 'kerja']",negatif
584,2023-04-10 13:55:20.016915422,User_583,"sebentar lagi.
@jokowi https://t.co/eba4rsmlfo https://t.co/0gxizykaq8","Surabaya, Indonesia","['sebentar', 'lagi', 'jokowi', 'https', 't', 'co', 'eba4rsmlfo', 'https', 't', 'co', '0gxizykaq8']",netral
585,2023-04-10 13:56:45.986069651,User_584,@bluejeans_hitam @erickthohir @jokowi ak speechless lah..😂😂,"Bandung, Indonesia","['bluejeans', 'hitam', 'erickthohir', 'jokowi', 'ak', 'speechless', 'lah']",netral
586,2023-04-10 13:58:11.955223880,User_585,@jokowi https://t.co/ngq7djuc0o https://t.co/m7vfwy06da,"Bandung, Indonesia","['jokowi', 'https', 't', 'co', 'ngq7djuc0o', 'https', 't', 'co', 'm7vfwy06da']",netral
587,2023-04-10 13:59:37.924378109,User_586,rt @agusyuliarto: jika menteri sudah tidak focus kerja dan focus mereka untuk capres/cawapres sebaiknya segera direshuffle pak @jokowi siap…,"Bekasi, Indonesia","['rt', 'agusyuliarto', 'menteri', 'focus', 'kerja', 'focus', 'capres', 'cawapres', 'baik', 'segera', 'direshuffle', 'pak', 'jokowi', 'siap']",positif
588,2023-04-10 14:01:03.893532338,User_587,@jokowi deuuh mau impor lagi naga naganya ya pa,"Jakarta, Indonesia","['jokowi', 'deuuh', 'mau', 'impor', 'naga', 'naga', 'pa']",negatif
589,2023-04-10 14:02:29.862686567,User_588,"pakdhe @jokowi rakyat indonesia selalu mendoakan semoga sehat, kuat dan kokoh. https://t.co/thhx02qgmn","Bandung, Indonesia","['pakdhe', 'jokowi', 'rakyat', 'indonesia', 'selalu', 'doa', 'moga', 'sehat', 'kuat', 'kokoh', 'https', 't', 'co', 'thhx02qgmn']",positif
590,2023-04-10 14:03:55.831840796,User_589,@erickthohir @jokowi pertumbuhan muka tembok,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'tumbuh', 'muka', 'tembok']",negatif
591,2023-04-10 14:05:21.800995024,User_590,@idextratime tolong dibantu pak @jokowi pak @listyosigitp @divisihumaspolri,"Bandung, Indonesia","['idextratime', 'bantu', 'pak', 'jokowi', 'pak', 'listyosigitp', 'divisihumaspolri']",positif
592,2023-04-10 14:06:47.770149253,User_591,@maya83206301 @jokowi sayang anak mau gratisin minyak goreng.,"Bandung, Indonesia","['maya83206301', 'jokowi', 'sayang', 'anak', 'mau', 'gratisin', 'minyak', 'goreng']",positif
593,2023-04-10 14:08:13.739303482,User_592,"@papa_loren @erickthohir @jokowi 😂😂
aneh bgt sih kasih2 bantuan dipasar bukan benahin tuh harga2","Bekasi, Indonesia","['papa', 'loren', 'erickthohir', 'jokowi', 'aneh', 'bgt', 'sih', 'kasih2', 'bantu', 'pasar', 'bukan', 'benahin', 'tuh', 'harga2']",negatif
594,2023-04-10 14:09:39.708457711,User_593,@erickthohir @jokowi tai,"Surabaya, Indonesia","['erickthohir', 'jokowi', 'tai']",negatif
595,2023-04-10 14:11:05.677611940,User_594,"@veelaarhie @listyosigitp @jokowi @mohmahfudmd @divhumas_polri jika ini di terapkan , berarti uud sudah tidak berla… https://t.co/yuuolrcwnw","Jakarta, Indonesia","['veelaarhie', 'listyosigitp', 'jokowi', 'mohmahfudmd', 'divhumas', 'polri', 'terap', 'arti', 'uud', 'berla', 'https', 't', 'co', 'yuuolrcwnw']",positif
596,2023-04-10 14:12:31.646766169,User_595,rt @edy_siregar_77: mana janjimu paduka yang mulia presiden @jokowi kepada rakyat indonesia❓️,"Surabaya, Indonesia","['rt', 'edy', 'siregar', '77', 'mana', 'janji', 'paduka', 'mulia', 'presiden', 'jokowi', 'rakyat', 'indonesia']",netral
597,2023-04-10 14:13:57.615920398,User_596,@cnnindonesia seperti drama jalan tol yang lalu tapi kasus apa ya kok saya lupa y ? mm hati2 comment kalau ada yang… https://t.co/zt161abez5,"Surabaya, Indonesia","['cnnindonesia', 'drama', 'jalan', 'tol', 'lalu', 'kasus', 'apa', 'kok', 'lupa', 'y', 'mm', 'hati2', 'comment', 'kalau', 'yang', 'https', 't', 'co', 'zt161abez5']",negatif
598,2023-04-10 14:15:23.585074626,User_597,"ente banyak bacot bro, tunjukkan siapa yang pantas gantikan @jokowi &amp; kma, jangan asal minta lengser melulu, tapi s… https://t.co/atzvj5lodp","Bandung, Indonesia","['ente', 'banyak', 'bacot', 'bro', 'tunjuk', 'siapa', 'pantas', 'ganti', 'jokowi', 'amp', 'kma', 'jangan', 'asal', 'minta', 'lengser', 'melulu', 's', 'https', 't', 'co', 'atzvj5lodp']",negatif
599,2023-04-10 14:16:49.554228855,User_598,@x2central @riurizkiutomo_ @divhumas_polri @jokowi @mohmahfudmd @listyosigitp percuma,"Bekasi, Indonesia","['x2central', 'riurizkiutomo', 'divhumas', 'polri', 'jokowi', 'mohmahfudmd', 'listyosigitp', 'percuma']",negatif
600,2023-04-10 14:18:15.523383084,User_599,lempar aja ke pohon pa 🤭 @jokowi @kspgoid https://t.co/wxdmaz3vdq,"Bekasi, Indonesia","['lempar', 'aja', 'pohon', 'pa', 'jokowi', 'kspgoid', 'https', 't', 'co', 'wxdmaz3vdq']",negatif
601,2023-04-10 14:19:41.492537313,User_600,@veelaarhie @jokowi pakdhe ini suka ngetes org yg sering kritik perintahan beliau dgn cara suruh pegamg jabatan..da… https://t.co/iw61qaxcrx,"Bekasi, Indonesia","['veelaarhie', 'jokowi', 'pakdhe', 'suka', 'ngetes', 'org', 'yg', 'sering', 'kritik', 'perintah', 'beliau', 'dgn', 'cara', 'suruh', 'pegamg', 'jabat', 'da', 'https', 't', 'co', 'iw61qaxcrx']",negatif
602,2023-04-10 14:21:07.461691542,User_601,@jokowi pak lagi apa sekarang?,"Bekasi, Indonesia","['jokowi', 'pak', 'apa', 'sekarang']",netral
603,2023-04-10 14:22:33.430845771,User_602,@odhe231 @jokowi @kspgoid oooh saiki dadi mendag to...tmbe ngrti wis jan ketinggalan brta😁,"Bekasi, Indonesia","['odhe231', 'jokowi', 'kspgoid', 'oooh', 'saiki', 'dadi', 'mendag', 'to', 'tmbe', 'ngrti', 'wis', 'jan', 'tinggal', 'brta']",negatif
604,2023-04-10 14:23:59.400000000,User_603,@erickthohir @jokowi ga sia2 pertamina diurus ahok https://t.co/8nxi3jfhil,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'ga', 'sia2', 'pertamina', 'urus', 'ahok', 'https', 't', 'co', '8nxi3jfhil']",negatif
605,2023-04-10 14:25:25.369154228,User_604,@erickthohir @jokowi bantuan seluruh pasar?,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'bantu', 'seluruh', 'pasar']",netral
606,2023-04-10 14:26:51.338308457,User_605,@erickthohir @jokowi https://t.co/qxylr73fqp,"Surabaya, Indonesia","['erickthohir', 'jokowi', 'https', 't', 'co', 'qxylr73fqp']",netral
607,2023-04-10 14:28:17.307462686,User_606,rt @el4ng7ogj4: @_1munknown__ @jokowi josss,"Bandung, Indonesia","['rt', 'el4ng7ogj4', '1munknown', 'jokowi', 'josss']",netral
608,2023-04-10 14:29:43.276616915,User_607,@erickthohir @jokowi tertawa aja dulu,"Bekasi, Indonesia","['erickthohir', 'jokowi', 'tertawa', 'aja', 'dulu']",netral
609,2023-04-10 14:31:09.245771144,User_608,@_1munknown__ @jokowi josss,"Surabaya, Indonesia","['1munknown', 'jokowi', 'josss']",netral
610,2023-04-10 14:32:35.214925373,User_609,rt @_1munknown__: tol laut @jokowi yang sebagian orang meragukan akhirnya berdampak baik untuk penurunan disparitas harga. ada 9 daerah d…,"Bekasi, Indonesia","['rt', '1munknown', 'tol', 'laut', 'jokowi', 'bagi', 'orang', 'ragu', 'akhir', 'dampak', 'baik', 'turun', 'disparitas', 'harga', '9', 'daerah', 'd']",positif
611,2023-04-10 14:34:01.184079601,User_610,kemenkes akan cabut izin laboratorium yang tidak lapor nar (new all record). sanksi ini dilakukan agar tidak ada la… https://t.co/eec5x2vbry,"Bandung, Indonesia","['kemenkes', 'cabut', 'izin', 'laboratorium', 'lapor', 'nar', 'new', 'all', 'record', 'sanksi', 'laku', 'la', 'https', 't', 'co', 'eec5x2vbry']",netral
612,2023-04-10 14:35:27.153233830,User_611,@johanadhi @yunartowijaya @zul_hasan @jokowi @feriamsari @zainalamochtar @mohmahfudmd @alvinlie21 @burhanmuhtadi… https://t.co/q01xeafcbo,"Surabaya, Indonesia","['johanadhi', 'yunartowijaya', 'zul', 'hasan', 'jokowi', 'feriamsari', 'zainalamochtar', 'mohmahfudmd', 'alvinlie21', 'burhanmuhtadi', 'https', 't', 'co', 'q01xeafcbo']",netral
613,2023-04-10 14:36:53.122388059,User_612,makin pretttttsisi saja kinerja @listyosigitp 😥. pak @jokowi tolonglah ganti kapolri https://t.co/mf9kajwvp0,"Surabaya, Indonesia","['makin', 'pretttttsisi', 'kerja', 'listyosigitp', 'pak', 'jokowi', 'tolong', 'ganti', 'kapolri', 'https', 't', 'co', 'mf9kajwvp0']",netral
614,2023-04-10 14:38:19.091542288,User_613,pak @jokowi kalou protes indonesia terhadap pertandingan viet vs thai u-19 di tolak @affpresse berarti cara itu sah… https://t.co/0oi1hvdcj7,"Bekasi, Indonesia","['pak', 'jokowi', 'kalou', 'protes', 'indonesia', 'tanding', 'viet', 'vs', 'thai', 'u-19', 'tolak', 'affpresse', 'arti', 'cara', 'sah', 'https', 't', 'co', '0oi1hvdcj7']",negatif
615,2023-04-10 14:39:45.060696517,User_614,rt @f_yathir: @inaleaks selamat ulang tahun pak @jokowi,"Bandung, Indonesia","['rt', 'f', 'yathir', 'inaleaks', 'selamat', 'ulang', 'tahun', 'pak', 'jokowi']",positif
616,2023-04-10 14:41:11.029850746,User_615,@jokowi 👍💪🙏🙏,"Jakarta, Indonesia",['jokowi'],positif
617,2023-04-10 14:42:36.999004975,User_616,rt @tan_mar3m: @erickthohir @jokowi https://t.co/3x46tad3zh,"Jakarta, Indonesia","['rt', 'tan', 'mar3m', 'erickthohir', 'jokowi', 'https', 't', 'co', '3x46tad3zh']",netral
618,2023-04-10 14:44:02.968159203,User_617,"mantap, pres @jokowi pak muhadjir 👍👍
proses sj terduganya, apalagi baru terduga blm pun disidangkan, koq main cabu… https://t.co/dfitqtlgdc","Jakarta, Indonesia","['mantap', 'pres', 'jokowi', 'pak', 'muhadjir', 'proses', 'sj', 'duga', 'baru', 'duga', 'blm', 'sidang', 'koq', 'main', 'cabu', 'https', 't', 'co', 'dfitqtlgdc']",negatif
619,2023-04-10 14:45:28.937313432,User_618,@pakguruhonorer @jokowi 😏,"Jakarta, Indonesia","['pakguruhonorer', 'jokowi']",netral
